model,N,Za,Zb,C,disruptor_count,disruptor_fraction,t,h,qa,qb,nr_states,nr_transitions,build_time,check_time,total_time,reach_a,reach_b,reach_consensus,reach_a_first,reach_b_first,reach_robust95_a,reach_robust95_b,reach_robust99_a,reach_robust99_b,exp_consensus_time,status,error
crossinh_contrarians,80,0,0,8,8,0.1,35,40,1.05,0.95,24309,174182,0.13347952499952953,1.355117471000085,1.4895673060000263,0.8017301046212663,0.2778904425325683,0.9998497978672816,0.7341958726963066,0.2656539251709755,0.7898660568720702,0.20611256817733994,0.7894157801750615,0.0,4.870814409035457,ok,
voter_zealots,80,8,8,0,16,0.2,35,40,1.05,0.95,65,128,0.019911794000108785,0.016534851999495004,0.036516838000352436,0.9999743433735218,0.9311282858332973,0.9999999999999992,0.6002796965555982,0.3997203034444008,0.0,0.0,0.0,0.0,0.5105058491261887,ok,
voter_contrarians,80,0,0,16,16,0.2,35,40,1.05,0.95,1105,6172,0.021857362999980978,0.045047268999951484,0.06703636099973664,0.9999979881607342,0.9983443663846635,0.9999999999999997,0.5598962025151548,0.4401037974848441,0.0,0.0,0.0,0.0,0.40974059061206036,ok,
crossinh_zealots,80,8,8,0,16,0.2,35,40,1.05,0.95,2145,8320,0.0274590029994215,0.0727735099999336,0.10037272599947755,0.8437529117269926,0.22510122419731993,0.9998344572783548,0.7824097823831517,0.21742467489520423,0.8357429595731396,0.157048604668739,0.834976217224381,0.0,5.180866908915919,ok,
crossinh_contrarians,80,0,0,16,16,0.2,35,40,1.05,0.95,36465,272094,0.1947568539999338,1.420754282999951,1.6176038829999015,0.8929348679456781,0.39485494070752686,0.9994680500556912,0.6715743600399638,0.3278936900157307,0.0,0.0,0.0,0.0,4.499406250045562,ok,
voter_zealots,80,10,10,0,20,0.25,35,40,1.05,0.95,61,120,0.02059808299964061,0.009349590000056196,0.0301026710003498,0.9999881757331714,0.9578677303498552,0.9999999999999989,0.6007870370556748,0.39921296294432435,0.0,0.0,0.0,0.0,0.5503985303107971,ok,
voter_contrarians,80,0,0,20,20,0.25,35,40,1.05,0.95,1281,7236,0.020598418999725254,0.04298608899989631,0.06372272099997645,0.9999992017008972,0.999699015642578,1.0,0.5495604776631597,0.45043952233684,0.0,0.0,0.0,0.0,0.4090827650499999,ok,
crossinh_zealots,80,10,10,0,20,0.25,35,40,1.05,0.95,1891,7320,0.02490176599985716,0.06082828899980086,0.08587420000003476,0.874968811124411,0.2284915827700355,0.9997273811695221,0.7831811190156464,0.21654626215387549,0.8579653679108332,0.0,0.8488062532942043,0.0,5.312607744954832,ok,
crossinh_contrarians,80,0,0,20,20,0.25,35,40,1.05,0.95,39711,298538,0.21377753900014795,1.5742720070002179,1.789536226000564,0.9292127425466633,0.5180732408312794,0.9995406815491019,0.6306028946958732,0.36893778685322726,0.0,0.0,0.0,0.0,3.9185922621881915,ok,
voter_zealots,80,16,16,0,32,0.4,35,40,1.05,0.95,49,96,0.01399175899950933,0.008921919999920647,0.023005062000265752,0.9999961258028258,0.9877369233156518,0.9999999999999989,0.6028324731344387,0.3971675268655607,0.0,0.0,0.0,0.0,0.7186876650152395,ok,
voter_contrarians,80,0,0,32,32,0.4,35,40,1.05,0.95,1617,9276,0.02168629400057398,0.04667091999999684,0.06848930500018469,0.9999998787479548,0.999998448012359,1.0000000000000007,0.5192981767760442,0.4807018232239543,0.0,0.0,0.0,0.0,0.3974416069429935,ok,
crossinh_zealots,80,16,16,0,32,0.4,35,40,1.05,0.95,1225,4704,0.023673165000218432,0.03757973600022524,0.0613773939994644,0.9603371263190565,0.2951306877549681,0.9994052193615585,0.7696518380331588,0.22975338132839954,0.0,0.0,0.0,0.0,5.44243301728693,ok,
crossinh_contrarians,80,0,0,32,32,0.4,35,40,1.05,0.95,40425,306254,0.22551738200036198,1.6028909489996295,1.8303110340002604,0.9818582726979083,0.9115926965329606,0.9999954045218749,0.5229939177983842,0.4770014867234899,0.0,0.0,0.0,0.0,1.7615171315710285,ok,
voter_zealots,80,20,20,0,40,0.5,35,40,1.05,0.95,41,80,0.01901821200044651,0.01820811000015965,0.0373134179999397,0.9999949780899406,0.9922189524052679,1.0000000000000004,0.604901896871498,0.3950981031285004,0.0,0.0,0.0,0.0,0.9021404246265702,ok,
voter_contrarians,80,0,0,40,40,0.5,35,40,1.05,0.95,1681,9676,0.02800425500026904,0.054785551999884774,0.08293301999947289,0.9999999515478087,0.99999995703816,0.9999999999999998,0.5009007940686587,0.4990992059313392,0.0,0.0,0.0,0.0,0.3829949557274064,ok,
crossinh_zealots,80,20,20,0,40,0.5,35,40,1.05,0.95,861,3280,0.02272055100002035,0.03076156700080901,0.0535987400007798,0.9765378260767064,0.41351323251683075,0.9994252591285655,0.7504156139152769,0.2490096452132889,0.0,0.0,0.0,0.0,5.327343496581601,ok,
crossinh_contrarians,80,0,0,40,40,0.5,35,40,1.05,0.95,35301,267078,0.19456685800014384,1.371384795999802,1.5673123739998118,0.9968819969365499,0.9933512755612514,0.9999999991317282,0.4849323958247407,0.5150676033069861,0.0,0.0,0.0,0.0,0.9579874962042753,ok,
voter_zealots,80,24,24,0,48,0.6,35,40,1.05,0.95,33,64,0.01539057399986632,0.01628503899974021,0.031743191999339615,0.9999840362760096,0.9922022732682282,0.9999999999999968,0.6080456244623592,0.39195437553763873,0.0,0.0,0.0,0.0,1.209773395582539,ok,
voter_contrarians,80,0,0,48,48,0.6,35,40,1.05,0.95,1617,9308,0.024161210999409377,0.0620626509999056,0.08635708100064221,0.9999999793625589,0.9999999988623534,1.0000000000000002,0.4846257535813048,0.5153742464186944,0.0,0.0,0.0,0.0,0.36496872437968936,ok,
crossinh_zealots,80,24,24,0,48,0.6,35,40,1.05,0.95,561,2112,0.02235609699982888,0.027944440999817743,0.0504059260001668,0.9801154014133903,0.5345640757822603,0.9993865415699528,0.7323372071277774,0.2670493344421756,0.0,0.0,0.0,0.0,5.435229697059548,ok,
crossinh_contrarians,80,0,0,48,48,0.6,35,40,1.05,0.95,27489,206782,0.15171034400009376,0.9284756449997076,1.0809755720001704,0.9998238191159956,0.999927566747486,1.0000000000000002,0.46557684532774846,0.5344231546722503,0.0,0.0,0.0,0.0,0.6236757351011146,ok,
voter_zealots,100,0,0,0,0,0.0,35,40,1.05,0.95,101,200,0.015595853999911924,0.012725186999887228,0.02842552899983275,0.9949026030739918,0.6031871740118351,0.9999999999999978,0.6225573915429392,0.37744260845705807,0.9460151659889866,0.00454151153310132,0.8670601619029894,0.00454151153310132,0.49101964787983343,ok,
voter_contrarians,100,0,0,0,0,0.0,35,40,1.05,0.95,101,200,0.017357140999592957,0.01957012599996233,0.03704959200058511,0.9949026030739918,0.6031871740118351,0.9999999999999978,0.6225573915429392,0.37744260845705807,0.9460151659889866,0.00454151153310132,0.8670601619029894,0.00454151153310132,0.49101964787983343,ok,
crossinh_zealots,100,0,0,0,0,0.0,35,40,1.05,0.95,5150,19802,0.030517701000462694,0.24411323000003904,0.2749288790000719,0.8016875665649378,0.20480660704390802,0.9999890544782302,0.7959360227040146,0.20405303177421663,0.800937238610284,0.1990516396926178,0.8009359843109428,0.19904105477121337,4.954362626294812,ok,
crossinh_contrarians,100,0,0,0,0,0.0,35,40,1.05,0.95,5150,19802,0.030310704999465088,0.22550075799972547,0.256056195000383,0.8016875665649378,0.20480660704390802,0.9999890544782302,0.7959360227040146,0.20405303177421663,0.800937238610284,0.1990516396926178,0.8009359843109428,0.19904105477121337,4.954362626294812,ok,
voter_zealots,100,5,5,0,10,0.1,35,40,1.05,0.95,91,180,0.017741083000146318,0.020521684999948775,0.038338284000019485,0.999848649362766,0.7553376753614728,0.9999999999999981,0.6236051235580135,0.3763948764419855,0.0,0.0,0.0,0.0,0.5553183271344128,ok,
voter_contrarians,100,0,0,10,10,0.1,35,40,1.05,0.95,1001,5416,0.024698947999240772,0.03917537999950582,0.06399362899992411,0.9999748066257922,0.9337981686983762,1.000000000000001,0.5998053473502817,0.4001946526497176,0.0,0.0,0.0,0.0,0.5079144816518646,ok,
crossinh_zealots,100,5,5,0,10,0.1,35,40,1.05,0.95,4186,16380,0.03770773399992322,0.18728350099991076,0.2260209729993221,0.8268989769008838,0.1882463812537294,0.9999204580006764,0.8128993964517082,0.18702106154896805,0.8256613259496655,0.17407794167503698,0.8256379876330042,0.17395994274857782,5.457128826830804,ok,
crossinh_contrarians,100,0,0,10,10,0.1,35,40,1.05,0.95,46046,337068,0.24205312600042816,3.7537634130003426,3.998578711999471,0.8214808418567102,0.2243118951163768,0.999664294254795,0.7802643427775038,0.21939995147728925,0.8161798458956566,0.18026496264633143,0.8158557415724723,0.1785182801207651,5.820236970240773,ok,
voter_zealots,100,10,10,0,20,0.2,35,40,1.05,0.95,81,160,0.015395143999739958,0.00793160099965462,0.02340803999959462,0.9999808717942014,0.8900534441015393,1.0000000000000007,0.6249232095925737,0.37507679040742514,0.0,0.0,0.0,0.0,0.6389015840341632,ok,
voter_contrarians,100,0,0,20,20,0.2,35,40,1.05,0.95,1701,9636,0.022423130999413843,0.0582816450005339,0.08089000800009671,0.9999974147163952,0.9962851924950656,0.9999999999999999,0.5748052880238512,0.4251947119761481,0.0,0.0,0.0,0.0,0.5161588513916616,ok,
crossinh_zealots,100,10,10,0,20,0.2,35,40,1.05,0.95,3321,12960,0.033363204000124824,0.14387617399916053,0.177416163000089,0.866290241561183,0.17476054912975514,0.9996445073469237,0.8276223772040815,0.172022130142843,0.8626081430697934,0.1314211088934969,0.8621355106346638,0.12620917675180895,5.990277358089797,ok,
crossinh_contrarians,100,0,0,20,20,0.2,35,40,1.05,0.95,69741,527638,0.3821023660002538,3.604655883000305,3.9888664250001966,0.8944400570892099,0.30631508953581094,0.997978665511955,0.7270156080929921,0.2709630574189637,0.0,0.0,0.0,0.0,6.079902622093308,ok,
voter_zealots,100,13,13,0,26,0.26,35,40,1.05,0.95,75,148,0.017660882999734895,0.018270667999786383,0.03600478599946655,0.9999909657036239,0.9327123961425807,0.9999999999999978,0.6258907084350113,0.3741092915649867,0.0,0.0,0.0,0.0,0.7022534201105194,ok,
voter_contrarians,100,0,0,26,26,0.26,35,40,1.05,0.95,2025,11592,0.025154642999950738,0.0775122970007942,0.10282317800010787,0.9999988167174623,0.9994257774850774,1.0,0.5593240216363506,0.44067597836364814,0.0,0.0,0.0,0.0,0.5165280040162811,ok,
crossinh_zealots,100,13,13,0,26,0.26,35,40,1.05,0.95,2850,11100,0.027553031999559607,0.09386922600060643,0.12161679800010461,0.9003299197210854,0.1720117500373514,0.9992917288897786,0.8325097737454304,0.1667819551443488,0.8884613469716421,0.0,0.8830479553765271,0.0,6.2910872230268176,ok,
crossinh_contrarians,100,0,0,26,26,0.26,35,40,1.05,0.95,76950,586204,0.4189397090003695,4.025853866999569,4.4478624040002614,0.9245103431653701,0.4327526907245392,0.9975309964986889,0.6730864551305367,0.32444454136815176,0.0,0.0,0.0,0.0,5.522350924846686,ok,
voter_zealots,100,20,20,0,40,0.4,35,40,1.05,0.95,61,120,0.01601473899972916,0.014950519999729295,0.031039297000461374,0.9999947885568294,0.9731205662589436,0.9999999999999989,0.6289289347215345,0.3710710652784631,0.0,0.0,0.0,0.0,0.9130692046664387,ok,
voter_contrarians,100,0,0,40,40,0.4,35,40,1.05,0.95,2501,14476,0.027359800999875006,0.08912623200012604,0.11668276700038405,0.9999995931748418,0.9999937529543039,1.0000000000000004,0.5239132573628895,0.47608674263710965,0.0,0.0,0.0,0.0,0.5043894752375206,ok,
crossinh_zealots,100,20,20,0,40,0.4,35,40,1.05,0.95,1891,7320,0.031119970999498037,0.05486632600059238,0.08613815700027772,0.9636902425148941,0.20686354169102888,0.9980064269837012,0.8251682241373499,0.17283820284635312,0.0,0.0,0.0,0.0,6.751488992561056,ok,
crossinh_contrarians,100,0,0,40,40,0.4,35,40,1.05,0.95,77531,593778,0.4263914309995016,3.725019819999943,4.1564441529999385,0.9669572248151558,0.8401360593961,0.9998649352239897,0.5424535375762867,0.457411397647705,0.0,0.0,0.0,0.0,2.7675678738970624,ok,
voter_zealots,100,25,25,0,50,0.5,35,40,1.05,0.95,51,100,0.020348127000033855,0.007401935000416415,0.02787193699987256,0.9999903935794349,0.9801969063616631,1.0,0.6321818736370515,0.3678181263629474,0.0,0.0,0.0,0.0,1.160970388055505,ok,
voter_contrarians,100,0,0,50,50,0.5,35,40,1.05,0.95,2601,15096,0.029413497999485116,0.0886323849999826,0.11822523800037743,0.9999997556002633,0.999999775727612,0.9999999999999979,0.5007507158014013,0.4992492841985968,0.0,0.0,0.0,0.0,0.4862832078564057,ok,
crossinh_zealots,100,25,25,0,50,0.5,35,40,1.05,0.95,1326,5100,0.0212604909993388,0.038092408000011346,0.05948572600027546,0.9737408216149895,0.2948620177414595,0.9974873288213705,0.8052009630279973,0.1922863657933738,0.0,0.0,0.0,0.0,6.774156869470068,ok,
crossinh_contrarians,100,0,0,50,50,0.5,35,40,1.05,0.95,67626,517348,0.3682061330000579,3.273577283999657,3.6480431710006087,0.992121763861602,0.9824554636249287,0.9999998415496317,0.4863163780806681,0.5136834634689634,0.0,0.0,0.0,0.0,1.3920608374853976,ok,
voter_zealots,100,30,30,0,60,0.6,35,40,1.05,0.95,41,80,0.022534282999913557,0.019144517999848176,0.041769145999751345,0.9999564775924225,0.9775233759629178,0.9999999999925921,0.6371234348242263,0.36287656516836714,0.0,0.0,0.0,0.0,1.5895334956389535,ok,
voter_contrarians,100,0,0,60,60,0.6,35,40,1.05,0.95,2501,14516,0.03336342300008255,0.08809637299964379,0.12163989500004391,0.9999998509465562,0.9999999925082219,0.9999999999999992,0.480303434113834,0.5196965658861652,0.0,0.0,0.0,0.0,0.4627627489034803,ok,
crossinh_zealots,100,30,30,0,60,0.6,35,40,1.05,0.95,861,3280,0.02314361899971118,0.030260035000537755,0.053534841000328015,0.9733695119710022,0.3988744846695363,0.9968730825641259,0.7837231107939929,0.21314997177013367,0.0,0.0,0.0,0.0,6.971880775289317,ok,
crossinh_contrarians,100,0,0,60,60,0.6,35,40,1.05,0.95,52521,399918,0.31650718899982166,2.3390752369996335,2.6571756679995815,0.9993857896888216,0.9997289544269821,0.9999999999998694,0.45894054118781896,0.5410594588120512,0.0,0.0,0.0,0.0,0.8217087692709563,ok,
voter_zealots,200,0,0,0,0,0.0,35,40,1.05,0.95,201,400,0.017066190999685205,0.02848856499986141,0.04565274099968519,0.9995121746537488,0.36739323118011,0.9999999999999939,0.7312226364662066,0.2687773635337877,0.9956232291457277,2.380544727553225e-05,0.9877854774641831,2.380544727553225e-05,0.9264467083700598,ok,
voter_contrarians,200,0,0,0,0,0.0,35,40,1.05,0.95,201,400,0.02066011399983836,0.03281962600067345,0.0535725210002056,0.9995121746537488,0.36739323118011,0.9999999999999939,0.7312226364662066,0.2687773635337877,0.9956232291457277,2.380544727553225e-05,0.9877854774641831,2.380544727553225e-05,0.9264467083700598,ok,
crossinh_zealots,200,0,0,0,0,0.0,35,40,1.05,0.95,20300,79602,0.061223945999699936,1.5768219719993795,1.6386063720001403,0.8849954366562695,0.11506291116722657,0.9999823085469006,0.8849220900070641,0.11506021853983678,0.8849913896900566,0.11498715694848016,0.8849907957756281,0.1149862692020211,5.718850705729125,ok,
crossinh_contrarians,200,0,0,0,0,0.0,35,40,1.05,0.95,20300,79602,0.06781542299995635,1.5898022840001431,1.6586086560000695,0.8849954366562695,0.11506291116722657,0.9999823085469006,0.8849220900070641,0.11506021853983678,0.8849913896900566,0.11498715694848016,0.8849907957756281,0.1149862692020211,5.718850705729125,ok,
voter_zealots,200,10,10,0,20,0.1,35,40,1.05,0.95,181,360,0.020472305999646778,0.018898561000241898,0.03950057400015794,0.9999814059148797,0.4551568967475728,0.9999999999999956,0.7347940881241206,0.26520591187587517,0.0,0.0,0.0,0.0,1.0650567730044722,ok,
voter_contrarians,200,0,0,20,20,0.1,35,40,1.05,0.95,3801,21636,0.03321293200042419,0.19784222399994178,0.2312514100003682,0.9999910538290104,0.7343287057971428,0.9999999999999987,0.694277720394093,0.3057222796059045,0.0,0.0,0.0,0.0,1.007159530378468,ok,
crossinh_zealots,200,10,10,0,20,0.1,35,40,1.05,0.95,16471,65160,0.07998329499969259,1.2670263569998497,1.347551153000495,0.9083297638229465,0.0921150038218165,0.9998122075678098,0.9077019201771284,0.09211028739068197,0.9082983456853538,0.09140355978980126,0.908287352285043,0.09138247831170121,6.487533328631039,ok,
crossinh_contrarians,200,0,0,20,20,0.1,35,40,1.05,0.95,345891,2645138,2.048397882000245,114.00892686999941,116.08013467799992,0.8991776564626474,0.1035764053507123,0.9988676970677202,0.8953519583016603,0.10351573876605911,0.8987765268903382,0.09844155591664697,0.8986405519627443,0.09808909816576009,7.742503335940548,ok,
voter_zealots,200,20,20,0,40,0.2,35,40,1.05,0.95,161,320,0.029395294000096328,0.019162160000632866,0.048812680000082764,0.9999943959994847,0.6094341494293612,0.9999999999999923,0.7392829014460434,0.26071709855395014,0.0,0.0,0.0,0.0,1.251644797422694,ok,
voter_contrarians,200,0,0,40,40,0.2,35,40,1.05,0.95,6601,38476,0.04679548900003283,0.33313993599949754,0.3802613679999922,0.999993546106708,0.9562966027743878,0.999999999999993,0.6496511242265552,0.3503488757734366,0.0,0.0,0.0,0.0,1.0731283612358307,ok,
crossinh_zealots,200,20,20,0,40,0.2,35,40,1.05,0.95,13041,51520,0.07457266799974605,0.9351261480005633,1.0101654139998573,0.9394165938047231,0.06469409581672014,0.9989433421492421,0.9342650092907575,0.06467833285848287,0.9389379177165834,0.05733070534142774,0.9387552099372054,0.056687322385659676,7.479101120685661,ok,
crossinh_contrarians,200,0,0,40,40,0.2,35,40,1.05,0.95,534681,4159278,3.4317279580000104,95.6819628459998,99.13311054499991,0.9297448140974479,0.09207677375272301,0.9845559062298049,0.8937163246458651,0.09083958158393961,0.0,0.0,0.0,0.0,11.010192395111536,ok,
voter_zealots,200,25,25,0,50,0.25,35,40,1.05,0.95,151,300,0.017071298999326245,0.02041424900016864,0.03757782699995005,0.9999950044761594,0.6736718787518637,0.9999999999999645,0.7419853586986103,0.2580146413013557,0.0,0.0,0.0,0.0,1.3713122922526857,ok,
voter_contrarians,200,0,0,50,50,0.25,35,40,1.05,0.95,7701,45096,0.048083472000143956,0.3956018250000852,0.4440278510001008,0.9999917151347651,0.9843982408587351,0.9999999999999942,0.6251982533229078,0.3748017466770859,0.0,0.0,0.0,0.0,1.097349747065895,ok,
crossinh_zealots,200,25,25,0,50,0.25,35,40,1.05,0.95,11476,45300,0.06022889100040629,0.7236957940003776,0.78446855600032,0.9569475732139908,0.0520026276812981,0.998079371942985,0.9461173178851033,0.05196205405787885,0.9551466694024392,0.026150466159160016,0.9544347208119426,0.0,8.063905113757489,ok,
crossinh_contrarians,200,0,0,50,50,0.25,35,40,1.05,0.95,585276,4566848,3.6650329399999464,104.98255902099936,108.67062694699962,0.9108790075424386,0.10987757456196434,0.9589728077762151,0.8550834781608867,0.10388932961532882,0.0,0.0,0.0,0.0,13.050337523591706,ok,
voter_zealots,200,40,40,0,80,0.4,35,40,1.05,0.95,121,240,0.024617597000542446,0.01753755999925488,0.042255814000782266,0.9999843795774906,0.7729362312633208,0.9999999996423472,0.7528129803201385,0.24718701932220818,0.0,0.0,0.0,0.0,1.9166139930196202,ok,
voter_contrarians,200,0,0,80,80,0.4,35,40,1.05,0.95,9801,57756,0.08052924999992683,0.510952775000078,0.5919366680000167,0.9999737623169772,0.9994421752469337,0.9999999999999954,0.5488375424260097,0.4511624575739869,0.0,0.0,0.0,0.0,1.1244980902598434,ok,
crossinh_zealots,200,40,40,0,80,0.4,35,40,1.05,0.95,7381,29040,0.05283822900037194,0.2547783119998712,0.3079782510003497,0.980170586754526,0.03351222125020841,0.9898102608722115,0.9573544076843693,0.03245585318784449,0.0,0.0,0.0,0.0,10.27057955818384,ok,
crossinh_contrarians,200,0,0,80,80,0.4,35,40,1.05,0.95,597861,4679558,3.8722373410000728,102.67607342300016,106.57055429100001,0.8139384087648671,0.3863802824585029,0.9268183958288159,0.6428306560575267,0.28398773977129005,0.0,0.0,0.0,0.0,12.920290761306353,ok,
voter_zealots,200,50,50,0,100,0.5,35,40,1.05,0.95,101,200,0.018179848999352544,0.017349603999718965,0.03563334699992993,0.9999032229134075,0.7693418576242143,0.9999998537862248,0.7635549202291524,0.23644493355707238,0.0,0.0,0.0,0.0,2.59158273231601,ok,
voter_contrarians,200,0,0,100,100,0.5,35,40,1.05,0.95,10201,60196,0.06746242099961819,0.5395413690002897,0.6074117609996392,0.999947134862778,0.9999485544359107,0.9999999999999937,0.5003398918039166,0.49966010819607676,0.0,0.0,0.0,0.0,1.1036614511141334,ok,
crossinh_zealots,200,50,50,0,100,0.5,35,40,1.05,0.95,5151,20200,0.04214134700032446,0.164116281999668,0.20647463899967988,0.9623035619781992,0.042221490091941316,0.9716694810057629,0.9359710592071588,0.035698421798605294,0.0,0.0,0.0,0.0,11.999509547751073,ok,
crossinh_contrarians,200,0,0,100,100,0.5,35,40,1.05,0.95,520251,4069698,3.3478477489998113,82.66693552200013,86.03020506199937,0.8868772112936583,0.7752522772158135,0.9914844971683401,0.5228951181327661,0.4685893790355751,0.0,0.0,0.0,0.0,6.207338176466997,ok,
voter_zealots,200,60,60,0,120,0.6,35,40,1.05,0.95,81,160,0.017119176000051084,0.013805088000481192,0.03101745399999345,0.9987778729480135,0.6971603060492533,0.9999563850390183,0.7791410948472292,0.22081529019178878,0.0,0.0,0.0,0.0,3.9366856613192804,ok,
voter_contrarians,200,0,0,120,120,0.6,35,40,1.05,0.95,9801,57836,0.056515774999752466,0.49194863800039457,0.5488490560001082,0.99991202647296,0.9999958434326998,0.9999999999999981,0.4572791962086588,0.5427208037913378,0.0,0.0,0.0,0.0,1.057586397574754,ok,
crossinh_zealots,200,60,60,0,120,0.6,35,40,1.05,0.95,3321,12960,0.030782536999140575,0.09904524800003855,0.13003324600049382,0.9287218234680216,0.06557150417116263,0.9433021706311663,0.8965236919207038,0.046778478710458524,0.0,0.0,0.0,0.0,13.86230561526003,ok,
crossinh_contrarians,200,0,0,120,120,0.6,35,40,1.05,0.95,401841,3135838,2.4614315170001646,57.797244901999875,60.272074110000176,0.9740359283373966,0.9853529734288736,0.9999884116262676,0.4356016540657962,0.56438675756047,0.0,0.0,0.0,0.0,2.495896400444863,ok,
