model,N,Za,Zb,C,disruptor_count,disruptor_fraction,t,h,qa,qb,simulation_horizon,stable_a_successes,stable_a,stable_a_ci_lo,stable_a_ci_hi,stable_b_successes,stable_b,stable_b_ci_lo,stable_b_ci_hi,stable_consensus_successes,stable_consensus,stable_consensus_ci_lo,stable_consensus_ci_hi,episodes,confidence,base_seed,config_seed,total_time,status,error
voter_zealots,1000,50,50,0,100,0.1,35,60,1.05,0.95,115,4438,0.9862222222222222,0.9809767786866186,0.9900359836963408,0,0.0,0.0,0.0014722507487849438,4438,0.9862222222222222,0.9809767786866186,0.9900359836963408,4500,0.99,0,1820413109766080001,1100.8904945540125,ok,
voter_zealots,1000,50,50,0,100,0.1,35,80,1.05,0.95,115,4412,0.9804444444444445,0.974377260321594,0.985096959181129,0,0.0,0.0,0.0014722507487849438,4412,0.9804444444444445,0.974377260321594,0.985096959181129,4500,0.99,0,1820413109766080001,1100.8904945540125,ok,
voter_zealots,1000,80,80,0,160,0.16,35,0,1.05,0.95,115,4500,1.0,0.9985277492512151,1.0,26,0.0057777777777777775,0.003507627745092118,0.009503165883929089,4500,1.0,0.9985277492512151,1.0,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,5,1.05,0.95,115,4498,0.9995555555555555,0.9977269420250728,0.9999132270045857,0,0.0,0.0,0.0014722507487849438,4498,0.9995555555555555,0.9977269420250728,0.9999132270045857,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,10,1.05,0.95,115,4484,0.9964444444444445,0.9933155840994258,0.9981115233793362,0,0.0,0.0,0.0014722507487849438,4484,0.9964444444444445,0.9933155840994258,0.9981115233793362,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,20,1.05,0.95,115,4352,0.9671111111111111,0.9595458250007473,0.9733009878552769,0,0.0,0.0,0.0014722507487849438,4352,0.9671111111111111,0.9595458250007473,0.9733009878552769,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,30,1.05,0.95,115,4028,0.8951111111111111,0.8827580919459175,0.9063007250179316,0,0.0,0.0,0.0014722507487849438,4028,0.8951111111111111,0.8827580919459175,0.9063007250179316,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,40,1.05,0.95,115,3553,0.7895555555555556,0.7734829364465305,0.8047755778976176,0,0.0,0.0,0.0014722507487849438,3553,0.7895555555555556,0.7734829364465305,0.8047755778976176,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,60,1.05,0.95,115,2774,0.6164444444444445,0.5976147836260286,0.6349312344218099,0,0.0,0.0,0.0014722507487849438,2774,0.6164444444444445,0.5976147836260286,0.6349312344218099,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,80,80,0,160,0.16,35,80,1.05,0.95,115,2165,0.4811111111111111,0.4619676350971215,0.5003102054867213,0,0.0,0.0,0.0014722507487849438,2165,0.4811111111111111,0.4619676350971215,0.5003102054867213,4500,0.99,0,9590037923826903467,1125.7027172789967,ok,
voter_zealots,1000,100,100,0,200,0.2,35,0,1.05,0.95,115,4500,1.0,0.9985277492512151,1.0,15,0.0033333333333333335,0.0017352114424478084,0.006393890968011904,4500,1.0,0.9985277492512151,1.0,4500,0.99,0,7054968130035322648,1114.8439014590112,ok,
